vladt,2025-06-22 18:57:39,1,50
vladt,2025-06-22 18:59:21,1,560
vladt,2025-06-22 18:59:26,2,-50
vladt,2025-06-22 18:59:45,1,-110
vladt,2025-06-22 18:59:54,2,-110
vladt,2025-06-22 19:01:46,1,30
vladt,2025-06-22 19:09:37,1,1310
vladt,2025-06-22 19:09:43,2,-50
vladt,2025-06-22 19:12:08,1,3680
vladt,2025-06-22 19:12:17,1,-20
vladt,2025-06-22 19:14:59,1,-40
vladt,2025-06-22 19:18:55,3,1540
vladt,2025-06-22 19:19:00,3,-110
